2.3394838768098236e+01, 1.7888097132302473e+01
2.3055166803779301e+01, 1.8323803744035057e+01
2.2702056281812165e+01, 1.8759508004674139e+01
2.2338083889657739e+01, 1.9191469671148521e+01
2.1966064398405504e+01, 1.9616179924875858e+01
2.1589065887715769e+01, 2.0030345331418214e+01
2.1210423043108904e+01, 2.0430870131552272e+01
2.0833748516310568e+01, 2.0814836601787860e+01
2.3718716184148651e+01, 1.7456374267751169e+01
2.0353800032315608e+01, 2.1284391563878660e+01
1.9982154013018228e+01, 2.1633677935108945e+01
2.4551934117643487e+01, 1.6263610641025991e+01
2.4271723766887213e+01, 1.6678906600371697e+01
2.3972788208771867e+01, 1.7105786316254765e+01
1.9495780890273711e+01, 2.2072993169899696e+01
1.9133987293691568e+01, 2.2387340848007156e+01
2.5042794809179867e+01, 1.5497126448000412e+01
2.4786894173226244e+01, 1.5903219084364114e+01
1.8569552271487069e+01, 2.2857695168947139e+01
2.5521884070385134e+01, 1.4694758708390605e+01
2.5286468600410963e+01, 1.5096258003903841e+01
1.8065847367061160e+01, 2.3257851554046205e+01
1.7711314874423202e+01, 2.3528957168115966e+01
2.5950554080644103e+01, 1.3923765399760439e+01
2.5735961285727281e+01, 1.4316521808719699e+01
1.7196716173218288e+01, 2.3907644234800145e+01
2.6351162449430010e+01, 1.3149856940809284e+01
2.6155223505363743e+01, 1.3535390034441866e+01
1.6592057950837138e+01, 2.4331175741341855e+01
2.6748745488172254e+01, 1.2321002995251018e+01
2.6569367883722656e+01, 1.2703196064747138e+01
1.5702964992922114e+01, 2.4914240715523778e+01
2.6934692586762825e+01, 1.1909023270469490e+01
1.5065213624360494e+01, 2.5304976555064879e+01
2.7297266717136516e+01, 1.1052679755313239e+01
1.4412482704191175e+01, 2.5682344953321344e+01
2.7634374757862286e+01, 1.0180561464969603e+01
1.3474918945758796e+01, 2.6186428916620741e+01
2.7924991872077925e+01, 9.3540006919169070e+00
1.2786698485974936e+01, 2.6529282723601227e+01
2.8211337069726337e+01, 8.4512106078528646e+00
1.2084203861343024e+01, 2.6856554452079333e+01
1.1707033511023258e+01, 2.7023098755912105e+01
2.8471042766190582e+01, 7.5300879015949791e+00
1.1255921339312058e+01, 2.7214090739968139e+01
1.0865839183308930e+01, 2.7372176362914011e+01
2.8624265813603550e+01, 6.9248759290089366e+00
1.0117559291869394e+01, 2.7657503393753878e+01
2.8838879480718528e+01, 5.9683775263124881e+00
9.3569038215892562e+00, 2.7924019246403777e+01
2.9023503288970655e+01, 4.9938719281845625e+00
8.4554796411217268e+00, 2.8210057852450003e+01
2.9188556107288850e+01, 3.9154428065866571e+00
7.6679527638855589e+00, 2.8434222345807523e+01
7.2275542586114154e+00, 2.8549342539519685e+01
2.9306742829540415e+01, 2.9012626084485342e+00
6.2707031692924931e+00, 2.8774655197979786e+01
