-6.9874999999999998e+00, -7.0000000000000000e+00, 7.7499999999999999e-02
-6.9830163042645008e+00, -6.9817939852644386e+00, 7.7499999999999999e-02
-6.9704177642084693e+00, -6.9676333537036079e+00, 7.7499999999999999e-02
-6.9520609693371691e+00, -6.9609767084595502e+00, 7.7499999999999999e-02
-6.9319816410690365e+00, -6.9643509344560863e+00, 7.7499999999999999e-02
-6.9157647595044338e+00, -6.9781196374699581e+00, 7.7499999999999999e-02
-6.9090909090909101e+00, -7.0000000000000000e+00, 7.7499999999999999e-02
-6.9830163042645008e+00, -7.0182060147355614e+00, 7.7499999999999999e-02
-6.9704177642084693e+00, -7.0323666462963921e+00, 7.7499999999999999e-02
-6.9520609693371691e+00, -7.0390232915404498e+00, 7.7499999999999999e-02
-6.9319816410690365e+00, -7.0356490655439137e+00, 7.7499999999999999e-02
-6.9157647595044338e+00, -7.0218803625300419e+00, 7.7499999999999999e-02
-7.0051844879236747e+00, -7.0000000000000000e+00, 7.7499999999999999e-02
-6.9989987016673929e+00, -6.9736909194968311e+00, 7.7499999999999999e-02
-6.9813893593115717e+00, -6.9526336129768849e+00, 7.7499999999999999e-02
-6.9549361914719015e+00, -6.9416172839097241e+00, 7.7499999999999999e-02
-6.9246591264177404e+00, -6.9450065136856898e+00, 7.7499999999999999e-02
-6.8987872674659378e+00, -6.9647401550674433e+00, 7.7499999999999999e-02
-6.8871022191224016e+00, -7.0000000000000000e+00, 7.7499999999999999e-02
-6.9989987016673929e+00, -7.0263090805031689e+00, 7.7499999999999999e-02
-6.9813893593115717e+00, -7.0473663870231151e+00, 7.7499999999999999e-02
-6.9549361914719015e+00, -7.0583827160902759e+00, 7.7499999999999999e-02
-6.9246591264177404e+00, -7.0549934863143102e+00, 7.7499999999999999e-02
-6.8987872674659378e+00, -7.0352598449325567e+00, 7.7499999999999999e-02
-7.0304310278937328e+00, -7.0000000000000000e+00, 7.7499999999999999e-02
-7.0222439969506381e+00, -6.9626735254914758e+00, 7.7499999999999999e-02
-6.9985240925118317e+00, -6.9316400684332686e+00, 7.7499999999999999e-02
-6.9613727034589514e+00, -6.9131170389013059e+00, 7.7499999999999999e-02
-6.9160379321494885e+00, -6.9144539218890406e+00, 7.7499999999999999e-02
-6.8739332284760613e+00, -6.9414985040692514e+00, 7.7499999999999999e-02
-6.8520643904549106e+00, -7.0000000000000000e+00, 7.7499999999999999e-02
-7.0222439969506381e+00, -7.0373264745085242e+00, 7.7499999999999999e-02
-6.9985240925118317e+00, -7.0683599315667314e+00, 7.7499999999999999e-02
-6.9613727034589514e+00, -7.0868829610986941e+00, 7.7499999999999999e-02
-6.9160379321494885e+00, -7.0855460781109594e+00, 7.7499999999999999e-02
-6.8739332284760613e+00, -7.0585014959307486e+00, 7.7499999999999999e-02
-7.0656465996625046e+00, -7.0000000000000000e+00, 7.7499999999999999e-02
-7.0554542996848797e+00, -6.9484129988414729e+00, 7.7499999999999999e-02
-7.0252519934650355e+00, -6.9034233064426989e+00, 7.7499999999999999e-02
-6.9753015824746125e+00, -6.8721416149901566e+00, 7.7499999999999999e-02
-6.9087895967692461e+00, -6.8660219468048584e+00, 7.7499999999999999e-02
-6.8390853577064297e+00, -6.8993296080436766e+00, 7.7499999999999999e-02
-6.7943534003374957e+00, -7.0000000000000000e+00, 7.7499999999999999e-02
-7.0554542996848797e+00, -7.0515870011585271e+00, 7.7499999999999999e-02
-7.0252519934650355e+00, -7.0965766935573011e+00, 7.7499999999999999e-02
-6.9753015824746125e+00, -7.1278583850098434e+00, 7.7499999999999999e-02
-6.9087895967692461e+00, -7.1339780531951416e+00, 7.7499999999999999e-02
-6.8390853577064297e+00, -7.1006703919563234e+00, 7.7499999999999999e-02
-7.1132103124491488e+00, -7.0000000000000000e+00, 7.7499999999999999e-02
-7.1016204984316076e+00, -6.9312590667347678e+00, 7.7499999999999999e-02
-7.0663462706252513e+00, -6.8678864943766849e+00, 7.7499999999999999e-02
-7.0040234939630768e+00, -6.8159876072853756e+00, 7.7499999999999999e-02
-6.9112110063940344e+00, -6.7904883677686421e+00, 7.7499999999999999e-02
-6.7961157892541957e+00, -6.8199732345569268e+00, 7.7499999999999999e-02
-6.7043804878685869e+00, -6.9345660474570563e+00, 7.7499999999999999e-02
-6.6939076654766598e+00, -7.0000000000000000e+00, 7.7499999999999999e-02
-7.1016204984316076e+00, -7.0687409332652322e+00, 7.7499999999999999e-02
-7.0663462706252513e+00, -7.1321135056233151e+00, 7.7499999999999999e-02
-7.0040234939630768e+00, -7.1840123927146244e+00, 7.7499999999999999e-02
-6.9112110063940344e+00, -7.2095116322313579e+00, 7.7499999999999999e-02
