1.9039100813855811e+01, 1.6911249999999999e+01, 7.9300000000000009e-02
1.9033946885415695e+01, 1.6929277743109832e+01, 7.9300000000000009e-02
1.9037951365087704e+01, 1.6947735403606668e+01, 7.9300000000000009e-02
1.9050551080850223e+01, 1.6962314862403097e+01, 7.9300000000000009e-02
1.9069190143969529e+01, 1.6969047452472267e+01, 7.9300000000000009e-02
1.9089265533991345e+01, 1.6965392855614436e+01, 7.9300000000000009e-02
1.9106009101828917e+01, 1.6949879518072290e+01, 7.9300000000000009e-02
1.9052136333141771e+01, 1.6897772695486655e+01, 7.9300000000000009e-02
1.9070123375862462e+01, 1.6892011846363136e+01, 7.9300000000000009e-02
1.9089049415434857e+01, 1.6895633790895726e+01, 7.9300000000000009e-02
1.9104199541027679e+01, 1.6908409398025203e+01, 7.9300000000000009e-02
1.9111072262319112e+01, 1.6927622494203895e+01, 7.9300000000000009e-02
1.9023539697208271e+01, 1.6902265785114650e+01, 7.9300000000000009e-02
1.9015833537760454e+01, 1.6928503152208187e+01, 7.9300000000000009e-02
1.9021127871386472e+01, 1.6955628485550353e+01, 7.9300000000000009e-02
1.9039045723482523e+01, 1.6977737598895306e+01, 7.9300000000000009e-02
1.9066552097063241e+01, 1.6988833436198465e+01, 7.9300000000000009e-02
1.9097213474446693e+01, 1.6984342383497925e+01, 7.9300000000000009e-02
1.9124021448119592e+01, 1.6960278951051947e+01, 7.9300000000000009e-02
1.9042408843915787e+01, 1.6882473371720462e+01, 7.9300000000000009e-02
1.9068547238489231e+01, 1.6873495732465621e+01, 7.9300000000000009e-02
1.9096653218349136e+01, 1.6877958490889576e+01, 7.9300000000000009e-02
1.9120015682120290e+01, 1.6896231790524887e+01, 7.9300000000000009e-02
1.9131457005083607e+01, 1.6925030848604251e+01, 7.9300000000000009e-02
1.9000996168928111e+01, 1.6889250272993618e+01, 7.9300000000000009e-02
1.8989513450599084e+01, 1.6926889397741242e+01, 7.9300000000000009e-02
1.8995975096271771e+01, 1.6966318871765484e+01, 7.9300000000000009e-02
1.9020686215010929e+01, 1.6999879946247262e+01, 7.9300000000000009e-02
1.9060774232262744e+01, 1.7018672766062085e+01, 7.9300000000000009e-02
1.9107846982520005e+01, 1.7014303050995611e+01, 7.9300000000000009e-02
1.9152100794900246e+01, 1.6976490569474425e+01, 7.9300000000000009e-02
1.9027851247971249e+01, 1.6860486384842368e+01, 7.9300000000000009e-02
