2.2561324906223227e+01, 1.9083739635507278e+01
2.2162865613334183e+01, 1.9545073236119865e+01
2.1755518621963503e+01, 1.9997497580682420e+01
2.1343676884323258e+01, 2.0436485927321385e+01
2.2946884326149309e+01, 1.8618351154769940e+01
2.1187249038469471e+01, 2.0598615928791780e+01
2.0769698735204638e+01, 2.1019565039477836e+01
2.0355740519596676e+01, 2.1420698585686932e+01
2.3899937925164167e+01, 1.7378016779060253e+01
2.3556626328435740e+01, 1.7840623756540808e+01
2.3194094722158695e+01, 1.8309463946809863e+01
1.9718058062657391e+01, 2.2009104621444095e+01
1.9307217147193551e+01, 2.2370379210713335e+01
2.4769975905451105e+01, 1.6113683428793426e+01
2.4471061479650455e+01, 1.6564107282288642e+01
1.8711388349656168e+01, 2.2871083184413273e+01
2.5259799070235708e+01, 1.5334440026662827e+01
2.4986054722648102e+01, 1.5776551251678370e+01
1.8107539767999867e+01, 2.3352077071436355e+01
1.7711918781638090e+01, 2.3653550115630761e+01
2.5718583167191554e+01, 1.4551872040127732e+01
2.5467449217663397e+01, 1.4987045417484266e+01
1.7020412047154569e+01, 2.4155911776314213e+01
2.6180049233962077e+01, 1.3704288456805102e+01
1.6390712563525589e+01, 2.4587538340791347e+01
2.6583971154573796e+01, 1.2903293287094902e+01
1.5664734313645512e+01, 2.5056308564569061e+01
1.5272205332359997e+01, 2.5297475057527674e+01
2.6992844283999752e+01, 1.2024510695231720e+01
1.4918713231756987e+01, 2.5507538013469645e+01
1.4518071841780062e+01, 2.5737678411172066e+01
2.7375489576919122e+01, 1.1125873917315102e+01
1.3742492962520263e+01, 2.6160015045390956e+01
2.7731442414803368e+01, 1.0206351042093576e+01
1.2945461811544732e+01, 2.6563462095251008e+01
2.8059968898175320e+01, 9.2650226893102481e+00
1.2127182402886024e+01, 2.6946872675082940e+01
2.8360060384922555e+01, 8.3011731076725646e+00
1.1288096333658354e+01, 2.7308998172068652e+01
2.8630449202927661e+01, 7.3143611093915073e+00
2.8510604687994125e+01, 7.7683923899946965e+00
1.0310745458340847e+01, 2.7692797404619554e+01
2.8890578162793329e+01, 6.2078171219462632e+00
2.8786869647595459e+01, 6.6722287050390676e+00
9.4262216457068444e+00, 2.8006228690882459e+01
8.9645776968777504e+00, 2.8157394174828077e+01
2.9094259579225220e+01, 5.1697736446252174e+00
2.9005690659587518e+01, 5.6455654597495588e+00
8.3913690746121290e+00, 2.8333503578866541e+01
7.9113274791672019e+00, 2.8471273198039000e+01
2.9206878669467816e+01, 4.4900710893020124e+00
6.9660188477167226e+00, 2.8717191391451486e+01
2.9351781762190480e+01, 3.4169295258671006e+00
5.8564290600531459e+00, 2.8963852275976084e+01
2.9467697397037735e+01, 2.2039306061252617e+00
4.7164965392064016e+00, 2.9171170021026821e+01
2.9534400125569768e+01, 9.6005688516073617e-01
3.5480922717564494e+00, 2.9336215523327169e+01
2.9548340558357339e+01, -3.1316169519079856e-01
2.3536176478335609e+00, 2.9456119635277936e+01
2.9505913240427319e+01, -1.6135624711723695e+00
1.1360273416797741e+00, 2.9528155070694073e+01
